Domain	Phylum	Class	Order	Family	Genus	Segments(Nodes)	Links(Edges)	No. genomes	Ref
Bacteria	Pseudomonadota	Gammaproteobacteria	PS1	Thioglobaceae	DUCF01	24224	32185	3	GCA_012959965.1
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Aliarcobacter	263428	353171	26	GCF_003063245.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	DUSC01	26296	34685	3	GCA_012842935.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_B	Alicycliphilus	167144	224968	6	GCA_018242005.1
Bacteria	Bacillota_A	Clostridia	Clostridiales	Clostridiaceae	Dwaynesavagella	438222	585010	4	GCF_000283555.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Alteromonadaceae	Aliiglaciecola	263	249	3	GCF_000314975.1
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphocola	389702	520302	11	GCF_004118155.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Pasteurellaceae	Actinobacillus	880	1108	16	GCF_901687125.1
Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_G	108	70	3	GCF_000185365.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	452628	609508	36	GCA_019416455.1
Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_B	277377	370817	20	GCF_017316125.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Amorphaceae	Acuticoccus	588	582	5	GCF_022865125.1
Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_C	967	1279	9	GCF_009933255.1
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	40529	53974	9	GCF_007991635.1
Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_D	357956	478016	6	GCA_018982785.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_C	Advenella	2158642	2988146	14	GCF_004217095.1
Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_E	205841	275685	6	GCA_019120335.1
Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Acidilobaceae	Acidilobus	1	0	4	GCF_000144915.1
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Aquirufa	315025	423306	19	GCA_945866095.1
Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_F	30535	40681	3	GCF_017426705.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Alectryocaccobium	470	0	7	GCA_900772685.1
Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	394272	528013	97	GCF_002174455.1
Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-74	Alectryocaccomicrobium	80	0	3	GCA_015056055.1
Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_I	273	0	4	GCA_019116505.1
Bacteria	Bacillota	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus_B	212	210	3	GCA_017298655.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Enterocola	161	0	18	GCA_017959385.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aliihoeflea	395678	533338	4	GCA_016742175.1
Bacteria	Bacillota	Bacilli	RFN20	CAG-288	Enterosoma	4	0	24	GCA_944349335.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Kangiellaceae	Aliikangiella	1169	1604	4	GCF_007004765.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rs-D84	Rs-D84	Enterousia	13102	17423	148	GCA_017522445.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	2124	2689	7	GCA_003258405.1
Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmoidaceae	Eperythrozoon_B	33	32	4	GCF_000238995.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Aliiroseovarius	1594601	2208389	15	GCF_010500215.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Epibacterium	13441	18138	14	GCF_001518015.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Vibrionaceae	Aliivibrio	2518811	3535277	10	GCF_002954715.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	1041	1380	75	GCF_000715015.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Alteromonadaceae	Alishewanella	22674	31367	6	GCF_014652375.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia	54341	73094	27	GCA_016296565.1
Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Aminipila	1	0	5	GCF_004103735.1
Bacteria	Spirochaetota	JAAYUW01	JAAYUW01	JAAYUW01	Exilispira	197	0	3	GCA_012517545.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	201960	269652	13	GCA_944326035.1
Bacteria	Bacillota	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	2257336	3180999	38	GCF_000416965.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	388	0	230	GCA_017391435.1
Bacteria	Bacillota	Bacilli	Erysipelotrichales	Coprobacillaceae	Faecalibacillus	1692	1733	5	GCA_900544435.1
Bacteria	Synergistota	Synergistia	Synergistales	Aminobacteriaceae	Aminivibrio	568482	766633	6	GCF_004366815.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacter	179334	239331	65	GCF_017948305.1
Bacteria	Bacillota	Bacilli	Bacillales_D	Alkalibacillaceae	Alkalibacillus	312421	417038	4	GCF_007991275.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Faecalimonas	2069	2724	14	GCA_017472665.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Alteromonadaceae	Alkalimonas	1836	1930	5	GCA_022565655.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Bianqueaceae	Faecimorpha	111	0	4	GCA_900764045.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aminobacter	1982057	2763047	12	GCF_000372965.1
Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-74	Faecivicinus	423	0	9	GCA_017460585.1
Bacteria	Synergistota	Synergistia	Synergistales	Aminobacteriaceae	Aminobacterium	1	0	3	GCF_000025885.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Fermentimonas	34868	46152	9	GCA_012838585.1
Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Natronincolaceae	Alkaliphilus_B	1766	2353	5	GCF_000018325.1
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Filimonas	1	0	3	GCF_002355595.1
Bacteria	Spirochaetota	Spirochaetia	DSM-27196	Alkalispirochaetaceae	Alkalispirochaeta	100	0	6	GCA_913030605.1
Bacteria	Bacillota	Bacilli	Bacillales_G	Fictibacillaceae	Fictibacillus	2848387	4054999	21	GCF_004216955.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges	231	226	5	GCA_023393635.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	FKL33	674121	899957	6	GCF_014158035.1
Bacteria	Bacillota	Bacilli	Bacillales_D	Amphibacillaceae	Amphibacillus	111	0	7	GCA_012838505.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Fluviibacter	4678	6149	5	GCA_018883265.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Amulumruptor	41710	55652	5	GCA_001689515.1
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Fructobacillus	80360	107437	12	GCF_018437235.1
Bacteria	SZUA-79	SZUA-79	Acidulodesulfobacterales	Acidulodesulfobacteraceae	Acidulodesulfobacterium_A	68376	91511	23	GCA_021781285.1
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	FS08-3	135740	181451	3	GCA_000830175.1
Bacteria	Bacillota	Bacilli	Bacillales_D	Alkalibacillaceae	Allobacillus	232520	311606	3	GCF_018138385.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Fuscibacter	26351	35117	4	GCF_013328815.1
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Agrilactobacillus	88	0	4	GCF_021030645.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Geminicoccales	Geminicoccaceae	Geminicoccus	8747	10150	3	GCF_009806515.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amylibacter	11449	14710	25	GCA_913043905.1
Bacteria	Desulfobacterota_F	Desulfuromonadia	Geobacterales	CAIOGM01	Geobacter	506276	677995	9	GCF_000012925.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Francisellales	Francisellaceae	Allofrancisella	104176	138983	3	GCF_012222965.1
Bacteria	Desulfobacterota_F	Desulfuromonadia	Geobacterales	Geobacteraceae	Geomobilimonas	351152	469194	4	GCA_003574885.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Allopontixanthobacter	184	0	6	GCA_024636575.1
Archaea	EX4484-52	EX4484-52	EX4484-52	GLR71	GLR71	127	0	4	GCA_013138765.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	58738	78413	84	GCA_015257125.1
Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae_G	Gottfriedia	89840	121700	14	GCA_002559405.1
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Allopseudarcicella	577989	786344	5	GCF_004118285.1
Bacteria	Bacillota	Bacilli	Bacillales_D	Amphibacillaceae	Gracilibacillus	185800	248790	17	GCF_900114645.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium	458563	626162	59	GCF_001938985.1
Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	Gracilimonas	13969	19137	10	GCA_002694685.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Alloscillospira	8821	11708	5	GCA_017519975.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Granulosicoccales	Granulosicoccaceae	Granulosicoccus	117	0	7	GCA_020627685.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Allosphingosinicella	2593	3070	27	GCA_005882415.1
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Halarcobacter	9473	12513	13	GCA_003252105.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Alsobacter	765	906	3	GCF_003004785.1
Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Halobacteriovorax_A	193	0	8	GCA_002686115.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alteraurantiacibacter	718	959	29	GCF_902498745.1
Bacteria	Bacillota	Bacilli	Bacillales_D	Halobacillaceae	Halobacillus	7719	10338	34	GCA_004078665.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter_D	1909	2546	3	GCF_000013005.1
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Halomarinibacterium	319561	426471	3	GCF_019312585.1
Bacteria	Bacillota	Bacilli	Bacillales_H	Marinococcaceae	Alteribacillus	922	889	5	GCF_009765375.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Harryflintia	43	0	3	GCA_022792175.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alteriqipengyuania	386970	516677	12	GCA_002377695.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	HGM04593	143301	192122	51	GCA_017536695.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Alteromonadaceae	Alteromonas_E	42	0	3	GCF_002807685.1
Bacteria	Bacillota	Bacilli	RF39	UBA660	HGM10857	25	0	3	GCA_900752905.1
Bacteria	Bacillota	Bacilli	Bacillales_G	HB172195	Anaerobacillus_A	1071699	1473704	10	GCF_015234585.1
Bacteria	Bacillota_A	Clostridia	Christensenellales	UBA1242	HGM11367	31	0	6	GCA_015069385.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerobutyricum	921	374	24	GCA_902782625.1
Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemania	242	302	4	GCF_000327285.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Alteromonadaceae	Alteromonas	1029207	1394685	56	GCF_000020585.3
Bacteria	Pseudomonadota	Alphaproteobacteria	Holosporales	Hepatobacteraceae	Holospora	702	820	3	GCF_000469665.2
Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Anaerococcus	3062	3833	37	GCA_900550345.1
Bacteria	Pseudomonadota	Alphaproteobacteria	DSM-16000	Inquilinaceae	Inquilinus	839140	1134756	6	GCA_005938675.2
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Altibacter	228	134	4	GCA_002696485.1
Bacteria	Bacillota_A	Clostridia	Tissierellales	Tissierellaceae	JAAYFT01	39259	52033	4	GCA_012519355.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerocolumna	1783	2284	18	GCA_023391695.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	JAAZGC01	291250	390449	3	GCA_012800735.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Anaerofilum	7369	9737	5	GCF_002160015.1
Bacteria	Bacillota	Bacilli	RF39	UBA660	JAEDJI01	160599	216992	6	GCA_934101185.1
Bacteria	Bacillota_A	Clostridia	Eubacteriales	Anaerofustaceae	Anaerofustis	66	0	4	GCA_019420015.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	JAEEHZ01	259	0	3	GCA_016281115.1
Bacteria	Bacillota_A	Clostridia	Tissierellales	SIT17	Anaeromonas	334	281	4	GCF_009911265.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	JAFKFJ01	16959	22661	6	GCA_021845985.1
Bacteria	Bacillota	Bacilli	Acholeplasmatales	Anaeroplasmataceae	Anaeroplasma	142	0	30	GCA_024697825.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	JAGZHZ01	190	0	3	GCA_944376425.1
Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Anaerosphaera	5	0	4	GCF_000468535.1
Bacteria	Pseudomonadota	Gammaproteobacteria	JAHJQQ01	JAHJQQ01	JAHJQQ01	126	0	4	GCA_019911805.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	181131	244038	18	GCF_005280655.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	JAJDOD01	961	1184	3	GCA_022826385.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	20	0	31	GCA_002380805.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	CAG-274	JAJQCI01	11160	14492	6	GCA_021203425.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	30254	40134	15	GCA_019114825.1
Bacteria	Bacteroidota	Bacteroidia	AKYH767-A	OLB10	JAJTFW01	656148	881723	9	GCA_016709725.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	144379	193064	6	GCF_000964685.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	JAJZHK01	91	0	3	GCA_021804565.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Ancylobacter	39762	57901	25	GCF_000702305.1
Bacteria	Bacillota	Bacilli	Alicyclobacillales	Acidibacillaceae	JAKADD01	113920	151844	4	GCA_021846285.1
Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	JAKAFX01	3666	4747	4	GCA_021785735.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Aromatoleum	2915792	4086173	16	GCA_001190925.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_A	JAKANT01	12164	15661	3	GCA_025057735.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Arsenophonus	611442	821877	8	GCF_020268605.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_A	JALHMQ01	252	0	3	GCA_020248785.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Alteromonadaceae	Arsukibacterium	1010790	1373438	8	GCF_900215315.1
Bacteria	Bacillota	Bacilli	Bacillales	Jeotgalibacillaceae	Jeotgalibacillus	49	0	10	GCF_004358665.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Anderseniella	147455	196912	4	GCA_900149695.1
Bacteria	Bacillota	Bacilli	Staphylococcales	Salinicoccaceae	Jeotgalicoccus	806811	1115829	11	GCF_003387165.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Chitinibacteraceae	Andreprevotia	7813	10515	3	GCF_900176275.1
Bacteria	Bacillota_A	Clostridia	Clostridiales	Clostridiaceae	JG1575	1	0	3	GCA_024579835.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Jiella	501060	669528	9	GCF_002088275.1
Bacteria	Bacillota	Bacilli	Aneurinibacillales	Aneurinibacillaceae	Aneurinibacillus	103	0	7	GCF_900099925.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Kushneria	80070	106833	9	GCF_008247605.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Asaia	110370	147313	8	GCF_000613845.1
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	6869	9226	19	GCF_001438845.1
Bacteria	Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacillus_A	3522	4671	6	GCF_014196195.1
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	1911	2298	61	GCA_945281075.1
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Amniculibacterium	461	0	3	GCA_018266965.1
Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus_A	594	608	10	GCF_002441695.1
Bacteria	Bacillota	Bacilli	RF39	UBA660	Aphodocola	122	0	20	GCA_910580135.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Lamprocystis	305230	409012	3	GCF_000379525.1
Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	Aphodomorpha	46	0	4	GCA_900549955.1
Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	338319	452142	30	GCF_006965445.1
Bacteria	Bacillota_A	Clostridia	UBA1381	UMGS1253	Aphodoplasma	116	0	4	GCA_934456295.1
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Larkinella	36	0	8	GCF_003259745.1
Bacteria	Bacillota_A	Clostridia	Christensenellales	Pumilibacteraceae	Anaerocaecibacter	58763	78373	20	GCA_022508485.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_A	Lautropia	218988	292308	6	GCA_023388075.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Aphodosoma	16949	22415	12	GCA_017694515.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Leeiaceae	Leeia	1027	1367	3	GCF_000376945.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_A	Aphodousia	18106	25147	20	GCF_016901835.1
Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae_C	Lederbergia	4	0	11	GCF_001375535.1
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Apibacter	1	0	6	GCF_004014855.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Lentibacter	6630	8837	5	GCF_018860975.1
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Apilactobacillus	234968	313558	14	GCF_001435995.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Lentilitoribacter	558727	746674	5	GCA_017644105.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_B	Aquabacterium_A	61293	81270	13	GCA_013360485.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Leucothrix	146	0	4	GCF_003172875.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_B	Aquabacterium	211	0	46	GCA_014378415.1
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella_A	3672	5383	16	GCF_900110645.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aquamicrobium_A	547337	739321	12	GCA_023954335.1
Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-917	Limadaptatus	17	0	13	GCA_944349635.1
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquaticitalea	959	1275	5	GCF_023156585.1
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	479	634	13	GCF_019444005.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Anaeromassilibacillus	388331	518382	4	GCF_001261775.1
Bacteria	Bacillota	Bacilli	Lactobacillales	Listeriaceae	Listeria_A	90978	120009	9	GCF_000525995.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerosporobacter	55	0	4	GCF_012070565.1
Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae_L	Litchfieldia	32	0	3	GCF_900104555.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	ASP10-02a	98802	131582	13	GCA_024686035.1
Bacteria	Bacillota	Bacilli	Lactobacillales	Listeriaceae	Listeria	2460928	3575663	33	GCF_000027145.1
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	ASP10-05a	627	0	4	GCA_913057815.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Litoreibacter	8288	10958	9	GCF_000442275.2
Bacteria	Bacillota	Bacilli	Bacillales_D	Amphibacillaceae	Aquibacillus	351	392	6	GCA_025154055.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella	186262	248692	9	GCF_001420005.1
Bacteria	Pseudomonadota	Gammaproteobacteria	DSM-16500	DSM-16500	Aquicella_A	46	0	4	GCA_013286495.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter_A	134759	179730	5	GCF_020866925.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Aquicoccus	275545	369304	3	GCA_001314705.1
Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	1449571	1998137	29	GCF_003367505.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	TH1-2	Aquidulcibacter	847	1102	6	GCF_003112735.1
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	MAG-120531	228	0	9	GCA_018500065.1
Bacteria	Eremiobacterota	Eremiobacteria	Baltobacterales	Baltobacteraceae	Aquilonibacter	442	0	3	GCA_024281135.1
Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Macrococcus	112	0	16	GCA_002438305.1
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquimarina	191	0	34	GCF_017897595.1
Bacteria	Desulfobacterota_F	Desulfuromonadia	Desulfuromonadales	Geopsychrobacteraceae	Malonomonas	294	0	9	GCA_013152145.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Aquimonas	5801	7652	5	GCA_022241605.1
Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmoidaceae	Malacoplasma	13	0	10	GCA_021444005.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquirickettsiella	506	572	4	GCF_001881495.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Mangrovibacter	1243083	1678964	7	GCF_020523985.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Nitrococcales	Aquisalimonadaceae	Aquisalimonas	39889	52978	6	GCA_007126095.1
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter_A	1942	1917	11	GCA_013001935.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	358016	478028	15	GCA_024707255.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Mariniphaga	1061	1018	5	GCA_019429205.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Ancylomarina	553753	739138	6	GCF_004217115.1
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Marinirhabdus	24	0	5	GCF_003353425.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Aquisalinus	75620	100803	5	GCF_022559625.1
